ID,Chemical Name,Fomula,Monoisotopic_mass,cas,emz1,emz2,emz3,emz4,emz5,emz6,emz7,emz8
CP2272,Fenoprop,C9H7Cl3O3,267.9461,93-72-1,267.9456,239.9978,241.9949,269.9425,,,,
CP2273,Acifluorfen,C14H7ClF3NO5,360.9965,50594-66-6,360.9959,75.0261,76.0256,362.9933,361.9995,,,
CP2275,"3,5-dichlorobenzoic acid",C7H4Cl2O2,189.9590,51-36-5,189.9589,186.9586,188.9556,160.9608,,,,
CP2276,MCPA,C9H9ClO3,200.0240,94-74-6,200.0235,141.0103,202.0204,77.0222,,,,
CP2277,Mecopeop,C10H11ClO3,214.0397,7085-19-0,214.0391,142.0181,143.0214,215.0423,77.0222,,,
CP2278,Dinoseb,C10H12N2O5,240.0746,88-85-7,211.035,212.0386,163.0264,147.0316,117.0336,240.0746,,
CP2279,"2-(2,4-dichlorophenoxy)butanoic acid",C10H10Cl2O3,248.0007,94-82-6,248.0026,249.9999,231.9926,188.9919,,,,
CP2280,"2,4,5-trichlorophenoxyacetic acid",C8H5Cl3O3,253.9304,93-76-5,195.9241,197.9213,218.9343,255.9271,166.9383,253.9299,,
CP2281,"O,O-Dimethyl phosphate",C2H7O4P,126.0082,813-78-5,125.0057,94.995,96.0029,126.009,,,,
CP2282,Trimethyl Phosphate,C3H9O4P,140.0240,512-56-1,140.0251,141.0324,123.0206,82.0369,110.0363,79.0278,,
CP2283,Diethyl phosphate,C4H11O4P,154.0395,598-02-7,154.0403,125.0421,155.0328,139.0578,,,,
CP2284,Tripropyl Phosphate,C9H21O4P,224.1177,513-08-6,224.1182,225.1252,226.1294,222.1027,99.0315,,,
CP2285,Tributyl Phosphate,C12H27O4P,266.1647,126-73-8,125.0153,100.1121,126.0167,266.1624,,,,
CP2286,(3-Methylphenyl) diphenyl phosphate (CDP),C19H17O4P,340.0864,69500-28-3,340.0852,339.0783,341.0899,342.0927,,,,
CP2287,2-Ethylhexyldiphenylphosphate,C20H27O4P,362.1647,1241-94-7,251.0473,249.0318,252.0505,362.1643,,,,
CP2288,Tri-O-cresyl phosphate,C21H21O4P,368.1177,78-30-8,368.1182,367.1112,165.0701,261.0684,,,,
CP2289,Isodecyl Diphenyl Phosphate,C22H31O4P,390.196 ,29761-21-5,250.0778,252.0932,251.0802,395.1405,,,,
CP2290,Tris(2-ethylhexyl) phosphate,C24H51O4P,434.3525,78-42-2,99.1168,113.0915,70.0778,129.0909,,,,
CP2291,Diisopropylphenylphosphate,C12H19O4P,258.1021,51496-03-8,258.1001,261.0458,262.0535,237.026,260.0617,,,
CP2292,Triisopropyl Phosphate,C9H21O4P,224.118 ,513-02-0,224.1182,225.1252,208.087,222.1028,,,,
CP2293,tris(2-Chloroethyl) phosphate (TCEP),C6H12Cl3O4P,283.9539,115-96-8,142.9385,250.99,204.9376,98.9465,283.9551,,,
CP2293_2,tris(2-Chloroethyl) phosphate (TCEP),C6H12Cl3O4P,283.9539,115-96-8,142.9385,250.99,98.9465,283.9551,,,,
CP2295,Tris(1-chloro-2-propyl) phosphate,C9H18Cl3O4P,326.0008,13674-84-5,124.9967,99.023,156.9607,126.0001,326.0006,,,
CP2296,Tri-P-cresyl phosphate,C21H21O4P,368.1177,78-32-0,368.1182,367.1112,165.0701,261.0684,,,,
CP2297,"Tris(1,3-dichloro-2-propyl)phosphate",C9H15Cl6O4P,427.8840,13674-87-8,74.9997,190.9426,208.9532,380.8961,382.8928,381.8641,,
CP2298,"Bis(2,3-dibromopropyl) hydrogen phosphate",C6H11Br4O4P,493.7130,5412-25-9,403.7866,405.7848,401.789,407.7823,,,,
CP2299,Tetrabromobisphenol A,C15H12Br4O2,539.7570,79-94-7,528.7295,530.7261,526.7318,543.7521,539.7564,,,
CP2300,Tetrabromobisphenol A Bismethyl Ether,C17H16Br4O2,567.7884,37853-61-5,567.7886,556.761,558.759,554.7632,,,,
CP2303,Pentaerythritol tribromide,C5H9Br3O,321.8200,1522-92-5,212.8827,214.8791,216.8768,215.8831,,,,
CP2304,Tris(2-chloropropyl) phosphate,C9H18Cl3O4P,326.0008,6145-73-9,326.0003,124.9967,99.023,156.9607,126.0001,,,
CP2305,"Allyl 2,4,6-tribromophenyl ether",C9H7Br3O,367.8050,3278-89-5,367.8043,209.967,211.9649,290.8835,,,,
CP2306,Tri-M-cresyl phosphate,C21H21O4P,368.1180,563-04-2,368.1182,367.1112,165.0701,261.0684,,,,
CP2307,"1,2,5,6-Tetrabromocyclooctane",C8H12Br4,423.7670,3194-57-8,105.0573,184.9854,78.9671,198.0869,,,,
CP2308,"2-bromoallyl-2,4,6-tribromophenyl ether",C9H6Br4O,445.7152,99717-56-3,329.9068,328.9034,321.9039,445.7147,,,,
CP2309,Tetrabromophthalic Acid,C8H2Br4O4,477.6690,13810-83-8,461.8547,463.8512,462.8582,460.8609,,,,
CP2310,Tetrabromobisphenol S,C12H6Br4O4S,561.6720,39635-79-5,91.0543,173.1326,175.0153,172.1202,174.1403,561.6669,,
CP2311,Tetrabromobisphenol A Diallyl Ether,C21H20Br4O2,619.8200,25327-89-3,158.9264,156.9283,619.8226,138.8765,338.8647,,,
CP2313,tris(tribromoneopentyl) phosphate,C15H24Br9O4P,1009.4062,19186-97-1,255.2318,241.2161,227.2004,228.2038,,,,
CP2314,3-Bromostyrene,C8H7Br,181.9731,2039-86-3,181.9725,183.9705,182.9758,184.974,76.0308,,,
CP2315,Benzophenone-3,C14H12O3,228.0786,131-57-7,228.078,227.0703,151.039,152.0422,,,,
CP2316,4-Methyl-benzylidene camphor,C18H22O,254.1671,36861-47-9,254.1669,255.0215,155.2271,253.1587,,,,
CP2317,Avobenzone,C20H22O3,310.1569,70356-09-1,310.1571,311.2945,309.1485,135.0441,,,,
CP2318,Tris(3-Chloropropyl) phosphate (TCPP),C9H18Cl3O4P,326.0008,1067-98-7,326.0006,124.9967,99.023,126.0003,96.9984,,,
CP2319,"2,4,6-Tribromophenol",C6H3Br3O,327.7730,118-79-6,327.7738,333.7675,329.7717,331.7696,,,,
CP2319_2,"2,4,6-Tribromophenol",C6H3Br3O,327.7730,118-79-6,327.7738,333.7675,329.7717,331.7696,,,,
CP2320,Tetrachlorobisphenol A,C15H12Cl4O2,363.9592,79-95-8,350.9321,348.9351,352.9293,351.9355,363.9584,,,
CP2321,tris(2-Butoxyethyl) phosphate (TBEP),C18H39O7P,398.2433,78-51-3,85.0604,125.1281,153.1275,101.0597,,,,
CP2325,4-Bromostyrene,C8H7Br,181.9731,2039-82-9,181.9725,183.9705,182.9758,184.974,76.0308,,,
CP2326,"cis-3-(2,2-dichlorovinyl)-2,2-dimethylcylo",C8H10Cl2O2,208.0058,59042-49-8,175.0499,174.0465,178.0776,173.0385,,,,
CP2328,3-Phenoxybenzoic acid,C13H10O3,214.0630,3739-38-6,214.065,215.0573,141.0697,168.0568,,,,
CP2329,4-fluro-3-phenoxy-benzoic acid,C13H9FO3,232.0536,77279-89-1,232.0523,217.029,216.0212,209.047,,,,
CP2330,Homosalate,C16H22O3,262.1570,118-56-9,264.1686,260.1406,263.1627,261.1437,262.1547,,,
CP2332,Occtyl-Methoxycinnamate (OMC),C18H26O3,290.1880,5466-77-3,178.0624,161.0598,133.0649,179.0658,290.1877,,,
CP2334,"O,O-Dimethyl Thiophosphate",C2H7O3PS,141.9854,1112-38-5,141.9849,142.9927,140.9771,126.9779,126.9779,124.9821,,
CP2335,"O,O-Diethyl Phosphonate",C4H10O3P+,137.0368,762-04-9,137.0363,83.0855,139.0155,112.112,111.0998,,,
CP2336,"O,O-Dimethyl dithiophosphate",C2H7O2PS2,157.9625,756-80-9,157.9621,142.9927,124.9821,127.9514,,,,
CP2337,"O,O-Diethylthiophosphoric Acid",C4H10ClO2PS,187.9828,58975-95-4,187.9841,188.9921,171.9716,190.9893,,,,
CP2338,"O,O-Diethyl dithiophosphate",C4H11O2PS2,185.9938,298-06-6,185.9934,96.9509,187.9691,106.9951,,,,
CP2339,Malathion Diacid,C6H11O6PS2,273.9735,1190-28-9,88.0182,72.984,89.026,142.0054,,,,
CP2340,Carbofuran phenol,C10H12O2,164.0837,1563-38-8,164.0833,149.0597,163.0753,165.0876,,,,
CP2341,Mono(2-ethyl-5-oxohexyl) phthalate,C16H20O5,292.1311,40321-98-0,292.1283,293.0511,296.2502,297.2062,,,,
CP2342,Mono(2-ethyl-5-hydroxyhexyl) phthalate,C16H22O5,294.1467,40321-99-1,294.1446,280.1293,281.1328,236.1391,,,,
CP2343,Mono(5-carboxy-2-ethylpentyl) phthalate,C16H20O6,308.1260,40809-41-4,129.0911,87.0441,85.0285,127.0756,149.0234,,,
CP2344,Tripentyl Phosphate,C15H33O4P,308.2116,2528-38-3,308.2087,239.1432,235.1116,237.0466,99.1544,,,
CP2346,Mono(3-carboxypropyl) phthalate,C12H12O6,252.0634,66851-46-5,252.0634,243.0645,225.0915,244.0569,253.1182,250.099,,
CP2347,triclocarban,C13H9Cl3N2O,313.9780,101-20-2,126.9723,160.9734,124.9966,128.9695,,,,
CP2348,"2,5-Dichlorophenol",C6H4Cl2O,161.9639,583-78-8,161.9633,163.9603,97.9919,165.9575,,,,
CP2349,PROPYLENE THIOUREA,C4H8N2S,116.0410,2122-19-2,112.0519,113.0347,114.0268,101.0387,,,,
CP2350,Thifensulfuron-methyl,C12H13N5O6S2,387.0307,79277-27-3,139.0265,140.0298,142.0292,141.0546,,,,
CP2351,4-Tert-Octylphenol,C14H22O,206.1671,140-66-9,135.0805,107.0492,107.0493,136.0841,191.143,206.1667,,
CP2352,Triclosan,C12H7Cl3O2,287.9512,3380-34-5,287.9511,218.013,289.9478,288.9539,,,,
CP2353,Bisphenol F,C13H12O2,200.0837,620-92-8,200.0832,107.0492,199.0754,201.0865,,,,
CP2354,Bisphenol S,C12H10O4S,250.0300,80-09-1,251.0158,94.0414,110.0151,139.0058,140.0576,141.07,,
CP2356,ETHYLENE THIOUREA,C3H6N2S,102.0252,96-45-7,100.0181,99.0104,101.0216,102.0216,73.0284,,,
CP2357,Bensulfuron-methyl,C16H18N4O7S,410.0896,83055-99-6,149.0583,150.0267,151.0276,147.0445,95.0492,,,
CP2359,Halosulfuron-methyl,C13H15ClN6O7S,434.0410,100784-20-1,164.0706,165.0747,166.0861,183.0635,182.0601,,,
CP2361,metsulfuron-methyl,C14H15N5O6S,381.0743,74223-64-6,210.068,197.0602,199.0572,198.0635,211.0714,,,
CP2362,nicosulfuron,C15H18N6O6S,410.1009,111991-09-4,366.0617,213.0421,182.0602,410.0941,,,,
CP2363,oxasulfuron,C17H18N4O6S,406.0947,144651-06-9,125.0961,355.0699,356.0695,357.0666,406.0925,,,
CP2364,primisulfuron-methyl,C15H12F4N4O7S,468.0363,86209-51-0,122.0363,167.0341,168.0373,121.0285,,,,
CP2366,rimsulfuron,C14H17N5O7S2,431.0564,122931-48-0,155.0491,156.0568,153.0545,157.0605,,,,
CP2367,sulfosulfuron,C16H18N6O7S2,470.0678,141776-32-1,235.9791,173.0153,135.0806,470.068,,,,
CP2368,triasulfuron,C14H16ClN5O5S,401.0561,82097-50-5,401.0546,400.0258,355.9998,412.0252,281.0512,,,
CP2369,triflusulfuron-methyl,C17H19F3N6O6S,492.1039,126535-15-7,492.1051,327.3142,328.2132,325.0566,,,,
CP2371,"2,4,5-trichlorophenol",C6H3Cl3O,195.9249,95-95-4,195.9246,197.9215,96.984,198.9247,199.9185,,,
CP2372,"2,4,6-trichlorophenol",C6H3Cl3O,195.9249,88-06-2,195.9246,197.9215,96.984,198.9247,199.9185,,,
CP2373,2-isopropyl-6-methyl-4-pyrimidinol,C8H12N2O,152.0950,2814-20-2,152.0946,137.0708,124.0631,151.0865,84.0446,,,
CP2376,mono-benzyl phthalate(MBzP),C15H12O4,256.0735,2528-16-7,255.0687,122.0211,121.0134,254.0901,256.0721,150.0549,,
CP2377,mono-n-butyl phthalate(MnBP),C12H14O4,222.0892,131-70-4,149.0449,167.0553,148.069,223.081,222.0888,,,
CP2378,mono-cyclohexyl phthalate(MCHP),C14H16O4,248.1049,7517-36-4,248.103,149.0582,150.0615,105.0446,,,,
CP2379,mono-ethyl phthalate(MEP),C10H10O4,194.0579,2306-33-4,149.0584,105.0529,150.0618,122.0477,,,,
CP2380,mono-n-octyl phthalate(MOP),C16H22O4,278.1518,5393-19-1,149.0961,150.0995,151.0754,179.1066,,,,
CP2381,mono-isobutyl phthalate(MiBP),C12H14O4,222.0892,30833-53-5,149.0449,167.0553,148.069,223.081,222.0888,,,
CP2383,mono-isononyl phthalate(MiNP),C17H24O4,292.1675,106610-61-1,292.1657,163.0865,164.0945,166.0692,,,,
CP2384,mono-methyl phthalate(MMP),C9H8O4,180.0423,4376-18-5,180.0416,179.034,133.0285,76.0416,180.0416,,,
CP2385,perfluorohexanoic acid (PFHxS),C6HF11O2,313.9801,307-24-4,284.9769,283.9833,268.9822,118.9452,312.9612,312.9615,,
CP2386,perfluorononanoic acid (PFHxS),C9HF17O2,463.9705,375-95-1,158.9667,130.9718,160.9637,99.0041,,,,
CP2387,Benzene,C6H6,78.0470,71-43-2,78.0464,79.0543,77.0386,73.0285,87.0442,,,
CP2388,Bromobenzene,C6H5Br,155.9575,108-86-1,155.957,161.9633,163.9603,154.9492,74.9811,,,
CP2389,Bromochloromethane,CH2BrCl,127.9028,74-97-5,129.9371,130.9449,131.9343,126.9723,128.9695,,,
CP2391,Bromoform,CHBr3,249.7628,75-25-2,172.9419,171.9519,250.9846,173.9498,249.7641,92.9335,,
CP2392,n-Butylbenzene,C10H14,134.1096,104-51-8,91.0543,77.0385,105.0699,121.1012,134.1092,,,
CP2393,sec-Butylbenzene,C10H14,134.1096,135-98-8,105.0699,91.0543,119.0856,134.109,106.0777,,,
CP2394,tert-Butylbenzene,C10H14,134.1096,98-06-6,119.0855,117.0699,91.0543,134.1091,77.0386,,,
CP2395,Carbon tetrachloride,CCl4,151.8754,56-23-5,116.9061,118.9031,120.9002,122.9811,149.9767,,,
CP2396,Chlorobenzene,C6H5Cl,112.0080,108-90-7,112.0075,114.0047,113.0027,110.002,111.0054,,,
CP2397,Chloroform,CHCl3,117.9144,67-66-3,82.945,84.9421,86.9391,118.9947,80.9375,,,
CP2398,2-Chlorotoluene,CH3C6H4Cl,126.0236,95-49-8,125.0155,124.0077,90.0465,128.0158,,,,
CP2399,4-Chlorotoluene,CH3C6H4Cl,126.0236,106-43-4,125.0155,126.0232,128.0158,124.0077,,,,
CP2400,Dibromochloromethane,CHBr2Cl,205.8134,124-48-1,128.9229,130.9187,94.0652,126.9438,129.9307,,,
CP2401,"1,2-Dibromo-3-chloropropane",C3H5Br2Cl,233.8447,96-12-8,74.9997,156.9236,154.926,158.9206,76.9967,,,
CP2402,"1,2-Dibromoethane",Br(CH2)2Br,185.8680,106-93-4,106.945,108.9421,110.9394,107.9482,,,,
CP2403,Dibromomethane,CH2Br2,171.8523,74-95-3,173.9686,172.9667,174.9639,90.9848,,,,
CP2404,"1,1-Dichloroethane",CH3CHCl2 ,97.9690,75-34-3,94.9684,96.9653,95.9342,97.9689,82.9683,,,
CP2405,"1,2-Dichloroethane",ClCH2CH2Cl ,97.9690,107-06-2,94.9683,96.9653,95.9342,97.9689,82.9683,,,
CP2406,"1,1-Dichloroethene",H2C=CCl2,95.9534,75-35-4,96.9508,98.9467,97.9501,99.9528,,,,
CP2407,"cis-1,2-Dichloroethene",ClCH=CHCl,95.9534,156-59-2,96.9508,98.9467,97.9501,94.9174,,,,
CP2408,"trans-1,2-Dichloroethene",ClCH=CHCl,95.9534,156-60-5,96.9508,98.9467,97.9501,94.9174,,,,
CP2409,"1,2-Dichloropropane",C3H6Cl2,111.9847,78-87-5,108.984,113.9823,110.9811,114.976,111.9844,,,
CP2410,"1,3-Dichloropropane",C3H6Cl2,111.9847,142-28-9,108.984,110.9811,109.9792,111.9845,,,,
CP2411,"2,2-Dichloropropane",C3H6Cl2,111.9847,594-20-7,108.984,110.9811,109.9792,111.9845,,,,
CP2411_2,"1,1-Dichloropropane",C3H6Cl2,111.9847,594-20-7,108.984,110.9811,109.9792,111.9845,,,,
CP2412,"1,1-Dichloropropene",C3H4Cl2,109.9690,563-58-6,106.9683,106.9683,107.9342,109.9687,,,,
CP2413,"cis-1,3-Dichloropropene",C3H4Cl2,109.9690,10061-01-5,106.9682,106.9683,75.023,77.0386,,,,
CP2414,"trans-1,3-Dichloropropene",C3H4Cl2,109.9690,10061-02-6,106.9682,106.9683,75.023,77.0386,,,,
CP2415,Ethylbenzene,C6H5C2H5,106.0783,100-41-4,106.0778,135.0805,108.0526,106.078,79.0543,,,
CP2416,Isopropylbenzene,C6H5CH(CH3)2,120.0939,98-82-8,105.0699,119.0855,79.0543,77.0386,120.0934,,,
CP2417,p-Isopropyltoluene,CH3C6H4CH(CH3)2,134.1096,99-87-6,134.1091,119.0856,117.0699,91.0543,134.1091,,,
CP2418,Methylene chloride,CH2Cl2,83.9534,75-09-2,83.9529,88.9603,82.9451,84.9421,85.9733,86.9633,87.9764,
CP2419,n-Propylbenzene,C9H12,120.0939,103-65-1,105.0699,119.0855,79.0543,77.0386,120.0934,,,
CP2420,Styrene,C6H5CHCH2,104.0626,100-42-5,104.0621,105.0656,106.0778,133.0648,77.0386,,,
CP2421,"1,1,1,2-Tetrachloroethane",Cl3CCH2Cl,165.8911,630-20-6,133.0318,117.0573,135.0105,165.9818,130.9913,,,
CP2422,"1,1,2,2-Tetrachloroethane",CHCl2CHCl2,165.8911,79-34-5,85.0107,83.0128,94.9893,130.9893,165.9803,,,
CP2423,Tetrachloroethene,Cl2C=CCl2,163.8754,127-18-4,163.8746,165.8719,167.869,128.9061,,,,
CP2424,Toluene,C6H5CH3,92.0626,108-88-3,92.062,91.0843,93.0699,94.0414,,,,
CP2425,"1,2,3-Trichlorobenzene",C6H3Cl3,179.9300,87-61-6,179.9295,181.9262,183.9233,172.9666,,,,
CP2426,"1,1,1-Trichloroethane",CCl3CH3,131.9300,71-55-6,94.9684,96.9655,118.9032,116.9061,100.9967,,,
CP2427,"1,1,2-Trichloroethane",CHCl2CH2Cl,131.9300,79-00-5,94.9684,96.9654,118.9031,116.9061,100.9357,,,
CP2428,Trichloroethene,ClCH=CCl2,129.9144,79-01-6,129.9139,131.9109,99.0804,75.0229,,,,
CP2429,"1,2,3-Trichloropropane",CH2ClCHClCH2Cl,145.9457,96-18-4,145.9455,110.9766,109.9732,146.9391,75.0186,,,
CP2429_2,"1,2,3-Trichloropropane",CH2ClCHClCH2Cl,145.9457,96-18-4,145.9455,110.9766,109.9732,146.9391,75.0186,,,
CP2429_3,"1,2,3-Trichloropropane",CH2ClCHClCH2Cl,145.9457,96-18-4,145.9455,110.9766,109.9732,146.9391,75.0186,,,
CP2429_4,"1,2,3-Trichloropropane",CH2ClCHClCH2Cl,145.9457,96-18-4,145.9453,110.9766,109.9732,146.9391,75.0186,,,
CP2429_5,"1,2,3-Trichloropropane",CH2ClCHClCH2Cl,145.9457,96-18-4,145.09454,110.9766,109.9732,146.9391,75.0186,,,
CP2430,"1,2,4-Trimethylbenzene",C9H12,120.0939,95-63-6,120.0934,119.0855,79.0543,77.0386,,,,
CP2431,"1,3,5-Trimethylbenzene",C9H12,120.0939,108-67-8,120.0934,119.0855,79.0543,77.0386,,,,
CP2432,o-Xylene,C6H4(CH3)2,106.0783,95-47-6,106.0783,91.0542,105.0699,93.07,79.0543,,,
CP2433,m-Xylene,C6H4(CH3)2,106.0783,108-38-3,106.0783,91.0542,105.0699,93.07,79.0543,,,
CP2434,p-Xylene,C6H4(CH3)2,106.0783,106-42-3,106.0783,91.0542,105.0699,93.07,79.0543,,,
CP2435,"1-Chloro-2,4-dinitrobenzene",C6H3Cl(NO2)2,201.9781,97-00-7,75.0229,109.9917,108.984,126.0465,112.0075,,,
CP2436,"1-Chloro-3,4-dinitrobenzene",C6H3Cl(NO2)2 ,201.9781,610-40-2,201.9775,203.9746,109.9918,75.023,72.9841,108.984,,
CP2437,1-Chloro-2-nitrobenzene,C6H4ClNO2,156.9931,88-73-3,156.9926,98.9996,126.9947,110.9997,112.9968,158.9896,,
CP2438,1-Chloro-4-nitrobenzene,C6H4ClNO2,156.9931,100-00-5,98.9996,126.9947,110.9997,74.9811,,,,
CP2439,2-Chloro-6-nitrotoluene,C7H6ClNO2,171.0087,83-42-1,171.0082,89.0386,90.0339,154.0055,,,,
CP2440,4-Chloro-2-nitrotoluene,C7H6ClNO2,171.0087,89-59-8,154.0055,90.0339,89.0386,171.0081,,,,
CP2441,4-Chloro-3-nitrotoluene,C7H6ClNO2,171.0087,89-60-1,154.0055,90.0339,89.0386,171.0081,,,,
CP2442,"2,3-Dichloronitrobenzene",C6H3Cl2NO2,190.9541,3209-22-1,190.9527,108.984,134.9578,144.9606,,,,
CP2443,"2,4-Dichloronitrobenzene",C6H3Cl2NO2,190.9541,611-06-3,190.9535,108.984,134.9578,144.9606,,,,
CP2444,"3,5-Dichloronitrobenzene",C6H3Cl2NO2,190.9541,618-62-2,190.9536,108.984,134.9578,144.9606,,,,
CP2445,"3,4-Dichloronitrobenzene",C6H3Cl2NO2,190.9541,99-54-7,190.9534,108.984,134.9578,144.9606,,,,
CP2446,"2,5-Dichloronitrobenzene",C6H3Cl2NO2,190.9541,89-61-2,190.9534,108.984,134.9578,144.9606,,,,
CP2447,"2,3,5,6-Tetrachloronitrobenzene",C6HCl4NO2,258.8761,117-18-0,258.8757,202.8794,200.8824,260.8727,,,,
CP2448,"2,3,4,5-Tetrachloronitrobenzene",C6HCl4NO2,258.8761,879-39-0,258.8757,202.8794,200.8824,260.8727,,,,
CP2449,"1,2,3-Trichloro-4-nitrobenzene",C6H2Cl3NO2,224.9151,17700-09-3,224.9145,194.9167,196.9137,198.9108,,,,
CP2450,"1,2,4-Trichloro-5-nitrobenzene",C6H2Cl3NO2,224.9151,89-69-0,224.9145,194.9167,196.9137,198.9108,,,,
CP2451,"2,4,6-Trichloronitrobenzene",C6H2Cl3NO2,224.9151,18708-70-8,224.9145,194.9167,196.9137,198.9108,,,,
CP2452,4-Bromophenyl phenyl ether,C12H9BrO,247.9837,101-55-3,247.9832,249.981,141.0699,115.0543,,,,
CP2453,2-Chlorophenyl-4'-nitrophenyl ether,C12H8ClNO3,249.0193,2091-61-4,249.0187,251.0159,250.0222,252.0192,,,,
CP2454,3-Chlorophenyl-4'-nitrophenyl ether,C12H8ClNO3,249.0193,2303-23-3,249.0187,251.0159,250.0222,252.0192,,,,
CP2455,4-Chlorophenyl-4'-nitrophenyl ether,C12H8ClNO3,249.0193,1836-74-4,249.0187,251.0159,250.0222,252.0192,,,,
CP2456,"2,4-Dibromophenyl-4'-nitrophenyl ether",C24H12Br4N2O5,723.7480,2671-93-4,372.8767,374.8745,370.8788,373.88,,,,
CP2457,"4-(2,4-dichlorophenoxy)-2-methyl-1-nitrobenzene",C13H9Cl2NO3,296.9959,42488-57-3,296.9955,279.9928,281.9898,298.9924,,,,
CP2459,"3,5-Dichlorophenyl-4'-nitrophenyl ether",C12H7Cl2NO3,282.9803,21105-77-1,282.9799,202.0179,284.9771,204.015,162.0231,283.9831,284.9769,
CP2460,"2,5-Dichlorophenyl-4'-nitrophenyl ether",C12H7Cl2NO3,282.9803,39145-48-7,282.9799,202.0179,284.9771,204.015,162.0231,283.9831,284.9769,
CP2461,"2,3-Dichlorophenyl-4'-nitrophenyl ether",C12H7Cl2NO3,282.9803,82239-20-1,282.9799,202.0179,284.9771,204.015,162.0231,283.9831,284.9769,
CP2462,"3,4-Dichlorophenyl-4'-nitrophenyl ether",C12H7Cl2NO3,282.9803,22532-80-5,202.0179,204.0154,138.9774,288.9144,162.0231,283.9831,284.9769,
CP2463,4-Nitrophenyl phenyl ether,C12H9NO3,215.0582,620-88-2,215.0573,216.0607,217.063,218.0651,,,,
CP2464,"2,4,6-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,1836-77-7,282.9797,252.9817,254.9788,284.9767,,,,
CP2465,"2,3,6-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,142022-58-0,282.9797,252.9817,254.9788,284.9767,,,,
CP2466,"2,3,5-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,142022-59-1,282.9797,252.9817,254.9788,284.9767,,,,
CP2467,"2,4,5-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,22532-68-9,282.9797,252.9817,254.9788,284.9767,,,,
CP2468,"3,4,5-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,142022-60-4,282.9797,252.9817,254.9788,284.9767,,,,
CP2469,"2,3,4-Trichlorophenyl-4'-nitrophenyl ether",C24H10Cl6N2O5,615.8721,142022-61-5,235.9799,237.9769,316.9417,286.943,,,,
CP2470,Benzoylprop ethyl,C18H17Cl2NO3,365.0585,22212-55-1,365.0582,295.0292,292.0291,293.0326,,,,
CP2471,Caffeine,C8H10N4O2,194.0804,58-08-2,194.0794,109.0397,195.083,82.0526,81.0448,,,
CP2472,Carbaryl,C12H11NO2,201.0790,63-25-2,201.0784,144.057,115.0543,116.0583,158.0727,202.0987,,
CP2473,o-Chlorophenyl thiourea,C7H7ClN2S,186.0018,5344-82-1,185.9999,169.0344,171.0917,111.0262,113.0189,,,
CP2474,"3,3'-Dimethoxybenzidine",C14H16N2O2,244.1212,119-90-4,244.1206,201.1022,186.0787,158.0839,79.0417,,,
CP2476,Diuron,C9H10Cl2N2O,232.0170,330-54-1,232.0163,234.0122,187.0113,71.0492,188.019,,,
CP2477,Monuron,C9H11ClN2O,198.0560,150-68-5,198.0555,72.0445,76.0308,154.0777,126.0106,,,
CP2478,Rotenone,C23H22O6,394.1416,83-79-4,394.1411,395.1446,396.1472,379.1178,,,,
CP2479,Siduron,C14H20N2O,232.1576,1982-49-6,232.1572,93.0574,92.0496,94.0607,,,,
CP2480,Bromacil,C9H13BrN2O2,260.0160,314-40-9,260.0142,207.1742,122.06,205.1012,206.0111,,,
CP2481,Hexazinone,C12H20N4O2,252.1586,51235-04-2,171.0875,172.0909,128.0819,83.024,252.1583,,,
CP2482,Metribuzin,C8H14N4OS,214.0888,21087-64-9,196.0882,195.0804,194.0725,198.0629,214.0898,,,
CP2483,Triadimefon,C14H16ClN3O2,293.0931,43121-43-3,293.0938,291.0781,297.0971,292.0811,,,,
CP2484,Butylate,C11H23NOS,217.1500,2008-41-5,156.0808,174.0994,142.0652,157.0887,146.0964,,,
CP2485,EPTC,C9H19NOS,189.1187,759-94-4,128.0621,160.0838,161.0961,189.1183,,,,
CP2488,Ethyl acetate,CH3COOC2H5,88.0524,141-78-6,88.0519,101.0597,89.0597,87.0441,70.0414,,,
CP2488_2,Ethyl acetate,CH3COOC2H5,88.0524,141-78-6,88.0519,101.0597,89.0597,87.0441,70.0414,,,
CP2488_3,Ethyl acetate,CH3COOC2H5,88.0524,141-78-6,88.0519,101.0597,89.0597,87.0441,70.0414,,,
CP2488_4,Ethyl acetate,CH3COOC2H5,88.0524,141-78-6,88.0519,101.0597,89.0597,87.0441,70.0414,,,
CP2489,Ethyl propionate,C5H10O2,102.0681,105-37-3,102.0676,103.071,104.0719,101.0598,75.0441,74.0363,,
CP2491,Ethyl valerate,C7H14O2,130.0994,539-82-2,130.0987,88.0519,85.1012,101.0598,,,,
CP2492,Ethyl caproate,C8H16O2,144.1150,123-66-0,144.1143,97.1011,98.1044,101.0596,,,,
CP2492_2,Ethyl caproate,C8H16O2,144.1150,123-66-0,144.1143,97.1011,98.1044,101.0596,,,,
CP2493,Ethyl heptanoate,C9H18O2,158.1307,106-30-9,158.1298,88.0517,113.0959,101.0596,,,,
